State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Description,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,25th Percentile,75th Percentile,Notes,Source
New Jersey,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department Visits,AMB-CH,"ED Visits per 1,000 Enrollee-Months [Lower rates are better]",2015,Medicaid & CHIP,Administrative,48.3,39,44.2,37.8,51.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Nebraska,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department Visits,AMB-CH,"ED Visits per 1,000 Enrollee-Months [Lower rates are better]",2015,Medicaid & CHIP,Administrative,37.8,39,44.2,37.8,51.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Kansas,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma,MMA-CH,Percentage Dispensed Appropriate Medication And Remained on Medication for at Least 75 Percent of Treatment Period: 12-18 Years,2015,Medicaid & CHIP,Administrative,24.1,32,24.1,21.3,34,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Iowa,Primary Care Access and Preventive Care,Child Core Set,Body Mass Index Assessment for Children and Adolescents,WCC-CH,Percentage with a BMI Percentile Documented: 3-17,2015,CHIP only,Hybrid,58.8,33,53,21,68.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Montana,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women,CHL-CH,Percentage of Sexually Active Women Screened: 16-20,2015,CHIP only,Administrative,39.6,41,47.6,43,53.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Ohio,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed ADHD Medication,ADD-CH,Percentage with At Least 2 Follow-Up Visits During the Continuation and Maintenance Phase,2015,Medicaid & CHIP,Administrative,61.6,37,59,44.4,64.2,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-CH,Percentage of Discharges with a Follow-Up Visit within 7 Days: 6-20,2015,Medicaid & CHIP,Administrative,71.7,33,45.7,32.7,67,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Human Papillomavirus Vaccine for Female Adolescents,HPV-CH,Percentage Receiving Three Vaccine Doses Before Age 13,2015,Medicaid only,Hybrid,17.4,36,20.8,14.5,23.9,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Rhode Island,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life",W34-CH,Percentage with 1 or More Visits,2015,Medicaid & CHIP,Hybrid,83.9,47,66.9,57.3,75.8,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Idaho,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Access to Primary Care Practitioners,CAP-CH,Percentage with a PCP Visit in the Past Year: 25 months-6 years,2015,Medicaid & CHIP,Administrative,78.8,45,88,84.9,89.6,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Minnesota,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Access to Primary Care Practitioners,CAP-CH,Percentage with a PCP Visit in the Past Year: 25 months-6 years,2015,Medicaid & CHIP,Administrative,88.6,45,88,84.9,89.6,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Immunization Status for Adolescents,IMA-CH,Percentage Up-to-Date on Immunizations (Combination 1),2015,Medicaid & CHIP,Administrative,58.4,38,67.4,56.8,78.7,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Rhode Island,Maternal and Perinatal Health,Child Core Set,Frequency of Ongoing Prenatal Care ,FPC-CH,Percentage with More Than 80 Percent of Expected Prenatal Visits,2015,Medicaid & CHIP,Hybrid,81.2,29,64.4,57,71,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
South Carolina,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage with 6 or More Visits,2015,Medicaid & CHIP,Administrative,53.7,45,60.1,49.2,67,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Massachusetts,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department Visits,AMB-CH,"ED Visits per 1,000 Enrollee-Months [Lower rates are better]",2015,Medicaid & CHIP,Administrative,45.1,39,44.2,37.8,51.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Mississippi,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births Weighing Less Than 2,500 Grams [Lower rates are better]",2015,Medicaid only,Administrative,13.4,25,8.9,8.1,10.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Access to Primary Care Practitioners,CAP-CH,Percentage with a PCP Visit in the Past Two Years: 12-19 years,2015,CHIP only,Administrative,90.3,44,90,86.2,91.6,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
New Hampshire,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life",W34-CH,Percentage with 1 or More Visits,2015,Medicaid only,Hybrid,78.4,47,66.9,57.3,75.8,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Michigan,Primary Care Access and Preventive Care,Child Core Set,Human Papillomavirus Vaccine for Female Adolescents,HPV-CH,Percentage Receiving Three Vaccine Doses Before Age 13,2015,Medicaid only,Hybrid,24.7,36,20.8,14.5,23.9,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Alabama,Maternal and Perinatal Health,Child Core Set,Timeliness of Prenatal Care,PPC-CH,Percentage with a Prenatal Visit in the First Trimester or within 42 Days of Medicaid/CHIP Enrollment,2015,CHIP only,Administrative,74.7,37,82,75.5,85.4,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Florida,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Access to Primary Care Practitioners,CAP-CH,Percentage with a PCP Visit in the Past Two Years: 12-19 years,2015,Medicaid & CHIP,Administrative,74.9,44,90,86.2,91.6,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
New York,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Access to Primary Care Practitioners,CAP-CH,Percentage with a PCP Visit in the Past Year: 12-24 months,2015,Medicaid & CHIP,Administrative,96.7,45,95.2,93.2,97,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Alabama,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma,MMA-CH,Percentage Dispensed Appropriate Medication And Remained on Medication for at Least 75 Percent of Treatment Period: 19-20 Years,2015,Medicaid only,Administrative,23.9,16,27.9,22.6,36.2,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Body Mass Index Assessment for Children and Adolescents,WCC-CH,Percentage with a BMI Percentile Documented: 3-17,2015,Medicaid & CHIP,Administrative,21,33,53,21,68.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
California,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services,PDENT-CH,Percentage with At Least One Preventive Dental Service,2015,Medicaid only,Administrative,37,51,47.4,40.1,50,,"Mathematica analysis of FFY 2015 Form CMS-416 reports(annual EPSDT report), Lines 1b and 12b."
Colorado,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma,MMA-CH,Percentage Dispensed Appropriate Medication And Remained on Medication for at Least 75 Percent of Treatment Period: 19-20 Years,2015,Medicaid & CHIP,Administrative,,16,27.9,22.6,36.2,NR = State did not report the measure for this population,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Alabama,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women,CHL-CH,Percentage of Sexually Active Women Screened: 16-20,2015,Medicaid only,Administrative,23.9,41,47.6,43,53.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Arkansas,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma,MMA-CH,Percentage Dispensed Appropriate Medication And Remained on Medication for at Least 75 Percent of Treatment Period: 5-11 Years,2015,Medicaid & CHIP,Administrative,22.9,33,25,22.7,35.4,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Maine,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma,MMA-CH,Percentage Dispensed Appropriate Medication And Remained on Medication for at Least 75 Percent of Treatment Period: 5-11 Years,2015,Medicaid & CHIP,Administrative,38.7,33,25,22.7,35.4,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Illinois,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma,MMA-CH,Percentage Dispensed Appropriate Medication And Remained on Medication for at Least 75 Percent of Treatment Period: 12-18 Years,2015,Medicaid & CHIP,Administrative,17.4,32,24.1,21.3,34,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Pennsylvania,Primary Care Access and Preventive Care,Child Core Set,Human Papillomavirus Vaccine for Female Adolescents,HPV-CH,Percentage Receiving Three Vaccine Doses Before Age 13,2015,Medicaid & CHIP,Hybrid,27,36,20.8,14.5,23.9,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Illinois,Primary Care Access and Preventive Care,Child Core Set,Immunization Status for Adolescents,IMA-CH,Percentage Up-to-Date on Immunizations (Combination 1),2015,Medicaid & CHIP,Administrative,57.8,38,67.4,56.8,78.7,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Alabama,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department Visits,AMB-CH,"ED Visits per 1,000 Enrollee-Months [Lower rates are better]",2015,CHIP only,Administrative,24.8,39,44.2,37.8,51.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
New Jersey,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life",W34-CH,Percentage with 1 or More Visits,2015,Medicaid & CHIP,Hybrid,78.1,47,66.9,57.3,75.8,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Alaska,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Access to Primary Care Practitioners,CAP-CH,Percentage with a PCP Visit in the Past Two Years: 7-11 years,2015,Medicaid & CHIP,Administrative,84.2,44,91.5,87.9,93.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Kentucky,Maternal and Perinatal Health,Child Core Set,Timeliness of Prenatal Care,PPC-CH,Percentage with a Prenatal Visit in the First Trimester or within 42 Days of Medicaid/CHIP Enrollment,2015,Medicaid & CHIP,Hybrid,80.5,37,82,75.5,85.4,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Florida,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed ADHD Medication,ADD-CH,Percentage with At Least 2 Follow-Up Visits During the Continuation and Maintenance Phase,2015,Medicaid & CHIP,Administrative,55,37,59,44.4,64.2,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Arkansas,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births Weighing Less Than 2,500 Grams [Lower rates are better]",2015,Medicaid & CHIP,Administrative,9.7,25,8.9,8.1,10.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Alabama,Primary Care Access and Preventive Care,Child Core Set,Human Papillomavirus Vaccine for Female Adolescents,HPV-CH,Percentage Receiving Three Vaccine Doses Before Age 13,2015,CHIP only,Administrative,15.7,36,20.8,14.5,23.9,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Nebraska,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Access to Primary Care Practitioners,CAP-CH,Percentage with a PCP Visit in the Past Year: 12-24 months,2015,Medicaid & CHIP,Administrative,94.8,45,95.2,93.2,97,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Connecticut,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Access to Primary Care Practitioners,CAP-CH,Percentage with a PCP Visit in the Past Two Years: 7-11 years,2015,Medicaid & CHIP,Administrative,95.2,44,91.5,87.9,93.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Indiana,Maternal and Perinatal Health,Child Core Set,Frequency of Ongoing Prenatal Care ,FPC-CH,Percentage with More Than 80 Percent of Expected Prenatal Visits,2015,Medicaid & CHIP,Hybrid,78.6,29,64.4,57,71,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Iowa,Primary Care Access and Preventive Care,Child Core Set,Immunization Status for Adolescents,IMA-CH,Percentage Up-to-Date on Immunizations (Combination 1),2015,Medicaid only,Administrative,29.7,38,67.4,56.8,78.7,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Maryland,Primary Care Access and Preventive Care,Child Core Set,Body Mass Index Assessment for Children and Adolescents,WCC-CH,Percentage with a BMI Percentile Documented: 3-17,2015,Medicaid & CHIP,Hybrid,66.6,33,53,21,68.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Texas,Maternal and Perinatal Health,Child Core Set,Timeliness of Prenatal Care,PPC-CH,Percentage with a Prenatal Visit in the First Trimester or within 42 Days of Medicaid/CHIP Enrollment,2015,CHIP only,Administrative,37.1,37,82,75.5,85.4,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Nevada,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-CH,Percentage of Discharges with a Follow-Up Visit within 30 Days: 6-20,2015,CHIP only,Administrative,84.4,34,71.8,58.7,78.8,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
South Carolina,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed ADHD Medication,ADD-CH,Percentage with At Least 2 Follow-Up Visits During the Continuation and Maintenance Phase,2015,Medicaid & CHIP,Administrative,63.8,37,59,44.4,64.2,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Oregon,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed ADHD Medication,ADD-CH,Percentage with At Least 2 Follow-Up Visits During the Continuation and Maintenance Phase,2015,Medicaid & CHIP,Administrative,60.8,37,59,44.4,64.2,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Iowa,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma,MMA-CH,Percentage Dispensed Appropriate Medication And Remained on Medication for at Least 75 Percent of Treatment Period: 19-20 Years,2015,Medicaid only,Administrative,15.4,16,27.9,22.6,36.2,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
Delaware,Maternal and Perinatal Health,Child Core Set,Timeliness of Prenatal Care,PPC-CH,Percentage with a Prenatal Visit in the First Trimester or within 42 Days of Medicaid/CHIP Enrollment,2015,Medicaid & CHIP,Administrative,75.5,37,82,75.5,85.4,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.
