State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,State Specific Comments,Source,Location
Arkansas,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2017,Medicaid & CHIP,Administrative,89.4,48,95.2,93.3,96.6,,Rates include FFS and PCCM populations. Rates include visits with a PCP and do not exclude specialist visits. Rates were audited by state data contractor.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Arkansas
(34.899825, -92.439162)"
Alabama,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0-3,DEV-CH,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0-3",2017,CHIP only,Administrative,36.3,27,39.8,17.8,53.9,,Rate includes separate CHIP population. Rate excludes children enrolled in Medicaid-expansion CHIP. State attributes rate increase from FFY 2016 to efforts to increase developmental screenings.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Alabama
(32.756889, -86.844516)"
Ohio,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Enrollee Months: Ages 0-19",2017,Medicaid & CHIP,Administrative,71.7,47,42.3,51.1,39.1,,"Rate includes managed care population (5 MCOs), representing 89 percent of the population. Rate excludes FFS population, representing 11 percent of the population.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Ohio
(40.415534, -82.70936)"
Indiana,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1-20,PDENT-CH,Percentage with at Least 1 Preventive Dental Service: Ages 1-20,2017,Medicaid only,Administrative,44.7,50,48.2,44.7,52.1,,None,"Mathematica analysis of FFY 2017 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b as of November 1, 2018.","Indiana
(39.919991, -86.2818)"
District of Columbia,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 12-18,2017,Medicaid & CHIP,Administrative,26.9,40,26.9,24.1,32.2,,"Rates include managed care population (4 MCOs), representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population. Total rate includes children ages 5 to 18. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","District of Columbia
(38.904785, -77.016275)"
District of Columbia,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2017,Medicaid & CHIP,Administrative,92.9,48,90.1,86.2,92.9,,"Rates include managed care population (4 MCOs), representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","District of Columbia
(38.904785, -77.016275)"
Iowa,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0-3,DEV-CH,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0-3",2017,CHIP only,Administrative,14.3,27,39.8,17.8,53.9,,CHIP rate includes FFS and managed care populations (3 MCOs).,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Iowa
(42.074659, -93.500061)"
Louisiana,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2017,Medicaid & CHIP,Administrative,85.3,48,90.1,86.2,92.9,,Rates include FFS and managed care populations (5 MCOs). Rates were calculated using HEDIS-certified code and the state conducted an internal validation of the data.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Louisiana
(30.921314, -91.840238)"
Delaware,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 5-20,2017,Medicaid & CHIP,Administrative,28.2,39,27.3,24.3,33,,"Rates include managed care population (2 MCOs), representing 94 percent of the population. Rates exclude FFS population, representing 6 percent of the population.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Delaware
(38.994926, -75.452394)"
Missouri,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Enrollee Months: Ages 0-19",2017,Medicaid & CHIP,Administrative,63.6,47,42.3,51.1,39.1,,"Rate includes managed care population (3 MCOs), representing 63 percent of the Medicaid population and 40 percent of the CHIP population. Rate excludes FFS population, representing 37 percent of the Medicaid population and 60 percent of the CHIP population.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Missouri
(38.3675, -92.477244)"
Ohio,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2017,Medicaid & CHIP,Administrative & Hybrid,67.9,50,66.7,58.2,76.1,,Rate includes FFS and managed care populations (5 MCOs). Rate was derived using both administrative and hybrid method data. The rate for the state's FFS population was calculated using the administrative method. The MCOs used the hybrid method. Denominator is the measure-eligible population.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Ohio
(40.415534, -82.70936)"
Kentucky,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births that Weighed Less than 2,500 Grams",2017,Medicaid & CHIP,Administrative,10.8,25,9,10.6,8.1,,Rate includes FFS and managed care populations (5 MCOs). Denominator excludes 517 state resident births for whom the payment source was unknown on the birth certificate.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Kentucky
(37.526683, -85.290484)"
New Hampshire,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits During the 10-Month Continuation and Maintenance Phase: Ages 6-12,2017,Medicaid only,Administrative,55.4,37,61.5,55,65.4,,"Rates include managed care population (2 MCOs), representing 91 percent of the population. Rates exclude FFS population, representing 9 percent of the population. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","New Hampshire
(43.680429, -71.57139)"
Florida,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2017,Medicaid & CHIP,Administrative,58.5,46,49.4,44.1,58.5,,"Rate includes FFS, PCCM, and managed care populations (21 MCOs). MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Florida
(28.260731, -82.420978)"
Indiana,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2017,Medicaid & CHIP,Hybrid,66.4,41,67.9,54.6,72.8,,"Rate includes managed care population (3 MCOs), representing 87 percent of Medicaid children and 97 percent of CHIP children. Rate excludes FFS population, representing 10 percent of Medicaid children and 3 percent of CHIP children, and enrollees in a program for beneficiaries with disabilities who do not require a level of care in a nursing home or through a Section 1915(c) home- and community-based services waiver, representing 3 percent of Medicaid children. Denominator is the sample size; measure-eligible population is 30,064. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Indiana
(39.919991, -86.2818)"
North Carolina,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by their 13th Birthday,2017,Medicaid only,Administrative,77.6,43,73.2,56.9,83,,Medicaid rates include FFS and PCCM populations. State attributes rate increases from FFY 2016 to PCCM and Health Check Coordinator involvement. Date source is state immunization registry.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","North Carolina
(35.52603, -79.130883)"
New Mexico,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3-17,WCC-CH,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrical/Gynecological Practitioner who had Body Mass Index Percentile Documented in the Medical Record: Ages 3-17,2017,Medicaid only,Hybrid,61.1,37,61.1,28.8,74.5,,"Rate includes managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 167,158. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","New Mexico
(34.421369, -106.108388)"
Montana,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2017,CHIP only,Administrative,25.6,41,67.9,54.6,72.8,,Rate includes FFS population. Rate excludes services provided by Federally Qualified Health Centers and Rural Health Clinics because these services are processed separately.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Montana
(47.033521, -109.645127)"
Illinois,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 5-20,2017,Medicaid & CHIP,Administrative,21.6,39,27.3,24.3,33,,"Rates include FFS, PCCM, integrated care model, and managed care populations (13 MCOs). Rates were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Illinois
(40.124144, -89.148632)"
Massachusetts,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits During the 10-Month Continuation and Maintenance Phase: Ages 6-12,2017,Medicaid & CHIP,Administrative,66.2,37,61.5,55,65.4,,"Rates include PCCM and managed care populations (5 MCOs), representing 76 percent of the population. Rates exclude FFS population, representing 24 percent of the population.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Massachusetts
(42.151077, -71.481104)"
Maryland,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2017,Medicaid & CHIP,Administrative,96.4,48,95.2,93.3,96.6,,"Rates include managed care population (8 MCOs), representing 95 percent of the population. Rates exclude FFS population, representing 5 percent of the population. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Maryland
(38.946466, -76.687282)"
Alaska,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2017,Medicaid & CHIP,Administrative,46.8,46,49.4,44.1,58.5,,Rate includes FFS population. State did not apply optional exclusions. State conducted an internal validation of the data.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Alaska
(63.631126, -151.631889)"
