State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
MN,Minnesota,09/01/2019,Y,P,N,4201,,15812,,20013,,18361,,54,,18415,,521582,,1027876,,43.3504,-84.5603,"(43.3504, -84.5603)",1026711,,1165,
LA,Louisiana,06/01/2020,Y,P,N,23261,,N/A,,23261,,23316,,1435,,24751,,723094,,1585024,,37.669,-84.6514,"(37.669, -84.6514)",1452945,,132079,
SC,South Carolina,09/01/2019,N,U,Y,29133,,N/A,,29133,,6928,Does not Include All Medicaid Determinations made at Applications,154,Does not Include All CHIP Determinations made at Applications,7082,Does not Include All Medicaid Determinations made at Applications; Does not Include all CHIP Determinations made at Application,663347,,1057940,,40.5773,-77.264,"(40.5773, -77.264)",964805,,93135,
NM,New Mexico,01/01/2020,Y,U,Y,15080,,N/A,,15080,,17123,,1786,,18909,,328355,Includes Limited-Benefit Enrollees,745587,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",706073,Includes Limited-Benefit Enrollees,39514,
KY,Kentucky,04/01/2018,Y,P,N,,,9932,,9932,,,,,,,,561352,,1350866,,38.5111,-96.8005,"(38.5111, -96.8005)",1266852,,84014,
MD,Maryland,08/01/2019,Y,P,N,6625,,92009,Includes Renewals and/or Redeterminations,98634,Includes Renewals and/or Redeterminations,38840,Includes Renewals and/or Redeterminations,4117,Includes Renewals and/or Redeterminations,42957,Includes Renewals and/or Redeterminations,617736,,1319333,,42.2373,-71.5314,"(42.2373, -71.5314)",1171111,,148222,
NJ,New Jersey,12/01/2018,Y,P,N,36147,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,36147,Does Not Include All Non-MAGI Applications,12741,Does Not Include All Medicaid Determinations Made At Application,4945,Does Not Include All CHIP Determinations Made At Application,17686,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,812506,,1701511,,41.1289,-98.2883,"(41.1289, -98.2883)",1490688,,210823,
AZ,Arizona,06/01/2019,Y,U,Y,99470,,N/A,,99470,,,,,,,,,,1705679,,14.2417,-170.7197,"(14.2417, -170.7197)",1604805,,100874,
WI,Wisconsin,09/01/2017,N,P,N,23157,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,23157,Does Not Include All Applications for Limited-Benefit Programs,18298,"Count is of Households, Not Individuals",1115,,19413,,489450,,1036360,,37.768,-78.2057,"(37.768, -78.2057)",972821,,63539,
HI,Hawaii,02/01/2020,Y,P,N,4277,,N/A,,4277,,4842,,372,,5214,,138662,,325503,,32.9866,-83.6487,"(32.9866, -83.6487)",299766,,25737,
TX,Texas,08/01/2019,N,P,N,128487,,N/A,,128487,,104051,,15608,,119659,,3300672,,4194451,,33.8191,-80.9066,"(33.8191, -80.9066)",3599192,,595259,
IN,Indiana,12/01/2017,Y,U,Y,76120,,N/A,,76120,,30553,,2579,,33132,,798671,,1478130,,40.3363,-89.0022,"(40.3363, -89.0022)",1371242,,106888,
DC,District of Columbia,11/01/2017,Y,U,Y,1190,Includes SBM data,2250,,3440,Includes Renewals and/or Redeterminations,3440,Includes Renewals and/or Redeterminations; Includes CHIP,,,3440,,,,258858,,41.5834,-72.7622,"(41.5834, -72.7622)",245492,,13366,
SD,South Dakota,05/01/2018,N,P,Y,2549,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2549,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1572,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1572,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",80712,,112994,,18.2766,-66.335,"(18.2766, -66.335)",96928,,16066,
VA,Virginia,05/01/2020,Y,P,N,18254,Includes Renewals and/or Redeterminations,N/A,,18254,Includes Renewals and/or Redeterminations,21854,Includes Renewals and/or Redeterminations,754,Includes Renewals and/or Redeterminations,22608,Includes Renewals and/or Redeterminations,770724,,1474669,,35.7449,-86.7489,"(35.7449, -86.7489)",1317555,,157114,
NE,Nebraska,02/01/2019,N,U,Y,6159,,N/A,,6159,,4982,,854,,5836,,164696,,247508,,35.6411,-79.8431,"(35.6411, -79.8431)",212330,,35178,
CT,Connecticut,12/01/2017,Y,P,Y,3240,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Duplicates,27430,Does Not Include All Medicaid Applications Received By the SBM; Includes Duplicates; Includes Renewals and/or Redeterminations,30670,Does Not Include All Medicaid Applications; Includes Duplicates,19933,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,816,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,20749,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,331812,Does Not Include All Full-Benefit Child Medicaid enrollees ; Does Not Include All CHIP enrollees,836906,Does Not Include All Full-Benefit Medicaid enrollees; Does Not Include All CHIP enrollees,39.0646,-105.3272,"(39.0646, -105.3272)",818543,Does Not Include All Full-Benefit Medicaid enrollees,18363,Does Not Include All CHIP enrollees
NH,New Hampshire,02/01/2018,Y,P,N,8247,,N/A,,8247,,5289,,499,,5788,,91554,,184549,,47.5362,-99.793,"(47.5362, -99.793)",170169,,14380,
AZ,Arizona,05/01/2018,Y,U,Y,,,N/A,,,,,,,,,,,,1678798,,14.2417,-170.7197,"(14.2417, -170.7197)",1580306,,98492,
AL,Alabama,07/01/2017,N,U,Y,17118,,N/A,,17118,,25313,,3352,,28665,,632055,,892956,,32.799,-86.8073,"(32.799, -86.8073)",735382,,157574,
FL,Florida,12/01/2017,N,P,Y,277235,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,277235,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,160765,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,23133,,183898,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2553249,,3814637,,39.3498,-75.5148,"(39.3498, -75.5148)",3615126,,199511,
MN,Minnesota,05/01/2018,Y,P,N,4945,,17419,,22364,,18501,,62,,18563,,532615,,1070497,,43.3504,-84.5603,"(43.3504, -84.5603)",1069268,,1229,
IA,Iowa,12/01/2019,Y,U,Y,13615,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,13615,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,12485,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,2380,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,14865,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,338977,,679651,,21.1098,-157.5311,"(21.1098, -157.5311)",600778,,78873,
AR,Arkansas,05/01/2018,Y,P,Y,18698,,N/A,,18698,,9689,,426,,10115,,384478,,845773,,34.9513,-92.3809,"(34.9513, -92.3809)",814720,,31053,
OR,Oregon,09/01/2017,Y,P,N,21190,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,21190,Does Not Include All Non-MAGI Applications,33879,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2765,,36644,Does Not Include All Non-MAGI Determinations Made At Application,411676,,956469,,40.3736,-82.7755,"(40.3736, -82.7755)",837228,,119241,
SC,South Carolina,06/01/2020,N,P,N,17768,,N/A,,17768,,5574,Does Not Include All Medicaid Determinations Made At Application,197,Does Not Include All CHIP Determinations Made At Application,5771,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,652537,,1048276,,40.5773,-77.264,"(40.5773, -77.264)",952446,,95830,
MT,Montana,06/01/2020,Y,U,Y,3371,,N/A,,3371,,3009,,294,,3303,,112655,,248923,,14.8058,145.5505,"(14.8058, 145.5505)",223665,,25258,
AK,Alaska,11/01/2018,Y,P,N,3552,Includes Renewals and/or Redeterminations,N/A,,3552,Includes Renewals and/or Redeterminations,3396,Includes Renewals and/or Redeterminations; Includes CHIP,218,,3614,Includes Renewals and/or Redeterminations,94539,,211386,,61.385,-152.2683,"(61.385, -152.2683)",196699,,14687,
MO,Missouri,10/01/2019,N,U,Y,22345,Includes  Renewals and/or Redeterminations,N/A,,22345,Includes  Renewals and/or Redeterminations,11245,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",482,Includes Renewals and/or Redeterminations,11727,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",536319,,854854,,45.7326,-93.9196,"(45.7326, -93.9196)",818781,,36073,
ND,North Dakota,09/01/2018,Y,P,N,1745,,N/A,,1745,,1839,,45,,1884,,43661,,92922,,46.9048,-110.3261,"(46.9048, -110.3261)",90825,,2097,
ID,Idaho,07/01/2017,Y,P,N,6556,,,,6556,,4941,,244,,5185,,212510,,293207,,42.0046,-93.214,"(42.0046, -93.214)",270909,,22298,
RI,Rhode Island,09/01/2018,Y,U,Y,2239,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,2239,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",2874,,602,,3476,,122971,,310961,,44.5672,-122.1269,"(44.5672, -122.1269)",278985,,31976,
FL,Florida,04/01/2018,N,P,Y,276017,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,276017,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,153899,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,21967,,175866,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2523928,,3768663,,39.3498,-75.5148,"(39.3498, -75.5148)",3560556,,208107,
NY,New York,01/01/2019,Y,U,Y,,,766142,,766142,,125149,,6492,,131641,,2447938,,6138988,,34.8375,-106.2371,"(34.8375, -106.2371)",5569916,,569072,
WA,Washington,12/01/2019,Y,P,N,68308,,121088,,189396,,107998,,2633,,110631,,821938,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1716764,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1644497,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),72267,
VT,Vermont,07/01/2018,Y,P,N,3110,,1165,,4275,Includes Renewals and/or Redeterminations,3386,Includes Renewals and/or Redeterminations,70,,3456,,63198,,161766,,31.106,-97.6475,"(31.106, -97.6475)",157362,,4404,
ME,Maine,03/01/2019,Y,P,N,8118,,N/A,,8118,,10924,,511,,11435,,107756,,228044,,39.0724,-76.7902,"(39.0724, -76.7902)",217076,,10968,
NC,North Carolina,08/01/2018,N,U,Y,23604,,N/A,,23604,,38202,,4284,,42486,,1183906,,1769228,,32.7673,-89.6812,"(32.7673, -89.6812)",1522357,,246871,
MA,Massachusetts,04/01/2019,Y,U,Y,17626,,1980,,19606,,,,,,,,672748,,1574046,,31.1801,-91.8749,"(31.1801, -91.8749)",1387339,,186707,
CT,Connecticut,09/01/2019,Y,U,Y,5555,,11189,,16744,,15007,,398,,15405,,334944,,855043,,39.0646,-105.3272,"(39.0646, -105.3272)",835049,,19994,
IL,Illinois,01/01/2020,Y,U,Y,71724,,N/A,,71724,,29030,,9239,,38269,,1348929,,2830864,,44.2394,-114.5103,"(44.2394, -114.5103)",2553369,,277495,
MI,Michigan,09/01/2018,Y,P,N,48583,,N/A,,48583,,43575,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1417,,44992,,942700,Does Not Include All Full-Benefit Child Medicaid enrollees,2326692,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2269853,Does Not Include All Full-Benefit Medicaid enrollees,56839,
WI,Wisconsin,02/01/2018,N,P,N,21938,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,21938,Does Not Include All Applications for Limited-Benefit Programs,17378,"Count is of Households, Not Individuals",1095,,18473,,489553,,1040641,,37.768,-78.2057,"(37.768, -78.2057)",972861,,67780,
SD,South Dakota,11/01/2018,N,U,Y,3407,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,3407,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1520,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1520,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78844,,110803,,18.2766,-66.335,"(18.2766, -66.335)",94863,,15940,
ND,North Dakota,08/01/2017,Y,P,Y,2201,,N/A,,2201,,2380,,50,,2430,,43789,,93407,,46.9048,-110.3261,"(46.9048, -110.3261)",91467,,1940,
GA,Georgia,11/01/2017,N,U,Y,49329,,N/A,,49329,,32942,,1184,,34126,,1263920,,1806068,,27.8333,-81.717,"(27.8333, -81.717)",1618925,,187143,
MT,Montana,06/01/2019,Y,P,N,3631,,N/A,,3631,,3845,,339,,4184,,124614,,271095,,14.8058,145.5505,"(14.8058, 145.5505)",242044,,29051,
WA,Washington,01/01/2018,Y,P,N,20162,,95379,,115541,,48415,,2089,,50504,,841537,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1772205,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1710619,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),61586,
IL,Illinois,04/01/2018,Y,U,Y,65635,,N/A,,65635,,40004,,14846,,54850,,1384355,,2972175,,44.2394,-114.5103,"(44.2394, -114.5103)",2745204,,226971,
NH,New Hampshire,06/01/2019,Y,P,N,7128,,N/A,,7128,,4097,,481,,4578,,88080,,175951,,47.5362,-99.793,"(47.5362, -99.793)",161386,,14565,
CT,Connecticut,06/01/2020,Y,P,N,3336,,9161,,12497,,10684,,261,,10945,,337997,,874974,,39.0646,-105.3272,"(39.0646, -105.3272)",855252,,19722,
FL,Florida,02/01/2019,N,P,N,251794,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,251794,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,201395,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,21669,,223064,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2465449,,3678155,,39.3498,-75.5148,"(39.3498, -75.5148)",3444643,,233512,
SC,South Carolina,07/01/2017,N,P,N,20802,,N/A,,20802,,6110,Does Not Include All Medicaid Determinations Made At Application,125,Does Not Include All CHIP Determinations Made At Application,6235,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,634195,,1007192,,40.5773,-77.264,"(40.5773, -77.264)",929925,,77267,
DC,District of Columbia,05/01/2018,Y,P,N,3537,Includes SBM data,1739,,5276,Includes Renewals and/or Redeterminations,3705,Includes Renewals and/or Redeterminations; Includes CHIP,,,3705,,,,255622,,41.5834,-72.7622,"(41.5834, -72.7622)",240426,,15196,
LA,Louisiana,06/01/2019,Y,P,N,28345,,N/A,,28345,,29390,,4827,,34217,,720286,,1520704,,37.669,-84.6514,"(37.669, -84.6514)",1403256,,117448,
SD,South Dakota,10/01/2019,N,U,Y,2856,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2856,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1634,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1634,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78019,,109732,,18.2766,-66.335,"(18.2766, -66.335)",93971,,15761,
PA,Pennsylvania,08/01/2019,Y,U,Y,97905,Includes Renewals and/or Redeterminations,N/A,,97905,Includes Renewals and/or Redeterminations,92456,Includes Renewals and/or Redeterminations,10917,,103373,Includes Renewals and/or Redeterminations,1395389,,2955060,,35.5376,-96.9247,"(35.5376, -96.9247)",2770248,,184812,
ME,Maine,01/01/2020,Y,U,Y,7764,,N/A,,7764,,11787,,727,,12514,,102558,,222124,,39.0724,-76.7902,"(39.0724, -76.7902)",209671,,12453,
MO,Missouri,12/01/2019,N,U,Y,20542,Includes  Renewals and/or Redeterminations,N/A,,20542,Includes  Renewals and/or Redeterminations,8900,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",420,Includes Renewals and/or Redeterminations,9320,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",532044,,847982,,45.7326,-93.9196,"(45.7326, -93.9196)",811549,,36433,
SC,South Carolina,02/01/2019,N,P,N,30421,,N/A,,30421,,6524,Does Not Include All Medicaid Determinations Made At Application,265,Does Not Include All CHIP Determinations Made At Application,6789,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,647864,,1030848,,40.5773,-77.264,"(40.5773, -77.264)",941175,,89673,
MI,Michigan,03/01/2020,Y,P,N,60346,,N/A,,60346,,52311,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1902,,54213,,935576,Does Not Include All Full-Benefit Child Medicaid enrollees,2317725,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2251988,Does Not Include All Full-Benefit Medicaid enrollees,65737,
OH,Ohio,05/01/2020,Y,U,Y,56260,Includes Renewals and/or Redeterminations,N/A,,56260,Includes Renewals and/or Redeterminations,51309,Includes CHIP; Includes Renewals and/or Redeterminations,2741,,54050,Includes Renewals and/or Redeterminations,1197847,,2749126,,38.4199,-117.1219,"(38.4199, -117.1219)",2551301,,197825,
ND,North Dakota,10/01/2019,Y,U,Y,2524,,N/A,,2524,,2455,,66,,2521,,42921,,91269,,46.9048,-110.3261,"(46.9048, -110.3261)",89138,,2131,
KY,Kentucky,07/01/2020,Y,P,Y,43019,,,,43019,,11865,,934,,12799,,581529,,1460399,,38.5111,-96.8005,"(38.5111, -96.8005)",1371401,,88998,
MS,Mississippi,06/01/2019,N,U,Y,18094,,N/A,,18094,,10905,,619,,11524,,420126,,620078,,38.4623,-92.302,"(38.4623, -92.302)",543479,,76599,
TX,Texas,03/01/2020,N,U,Y,148683,,N/A,,148683,,109582,,16856,,126438,,3305930,,4206104,,33.8191,-80.9066,"(33.8191, -80.9066)",3636051,,570053,
VT,Vermont,06/01/2020,Y,U,Y,1286,,1240,,2526,Includes Renewals and/or Redeterminations,2594,Includes Renewals and/or Redeterminations,99,,2693,,62324,,161336,,31.106,-97.6475,"(31.106, -97.6475)",157046,,4290,
